Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Baya Hadjida
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Beka Ngaoundal
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Camp Militaire (Cfpan)
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Djaourayadji/ Sambombilo
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Djaouro Bello
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Gare
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Gbalonga
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Lena
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Mambaya
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Mandal Gare
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Mbarnang
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Modibo Aboubakar Gbalong
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Sangsi
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Taparé I
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Taparé II
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Ville,Tigueda
Cameroon,Adamaoua,Djerem,Ngaoundal,Beka Gotto,Bamyanga
Cameroon,Adamaoua,Djerem,Ngaoundal,Beka Gotto,Beka Gotto
Cameroon,Adamaoua,Djerem,Ngaoundal,Beka Gotto,Bella Fokou
Cameroon,Adamaoua,Djerem,Ngaoundal,Beka Gotto,Betara Gongo
Cameroon,Adamaoua,Djerem,Ngaoundal,Beka Gotto,Danfili
Cameroon,Adamaoua,Djerem,Ngaoundal,Beka Gotto,Djoundé
Cameroon,Adamaoua,Djerem,Ngaoundal,Beka Gotto,Febadi
Cameroon,Adamaoua,Djerem,Ngaoundal,Beka Gotto,Gonmana
Cameroon,Adamaoua,Djerem,Ngaoundal,Beka Gotto,Kassa Mbere
Cameroon,Adamaoua,Djerem,Ngaoundal,Beka Gotto,Mbiyoka
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Boulama Pangara
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Demgoya
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Gazagazade
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Honta
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Kassa
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Madjoing
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Mafara
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Magbor
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Mandourou
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Carrefour
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Massim Cooperative
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Mbarnang
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Ngalbize /Sallo II
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Pangar
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Sackmassa
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Sallo Abel
Cameroon,Adamaoua,Djerem,Ngaoundal,Canton De Mbarnang,Zamboi/Zamboi Bague
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Rural,Djaouro Koumbo
Cameroon,Adamaoua,Djerem,Ngaoundal,Ngaoundal Rural,Djoussi-Malaou
Cameroon,Adamaoua,Djerem,Tibati,Tibati Ville,Centre Commercial
Cameroon,Adamaoua,Djerem,Tibati,Tibati Ville,Fada
Cameroon,Adamaoua,Djerem,Tibati,Tibati Ville,Malarba 1
Cameroon,Adamaoua,Djerem,Tibati,Tibati Ville,Malarba 2
Cameroon,Adamaoua,Djerem,Tibati,Tibati Ville,Meng
Cameroon,Adamaoua,Djerem,Tibati,Tibati Ville,Ngaoubela
Cameroon,Adamaoua,Djerem,Tibati,Tibati Ville,Panyere 1
Cameroon,Adamaoua,Djerem,Tibati,Tibati Ville,Panyere 2
Cameroon,Adamaoua,Djerem,Tibati,Tibati Ville,Quartier 22 Aout
Cameroon,Adamaoua,Djerem,Tibati,Tibati Ville,Quartier
Cameroon,Adamaoua,Djerem,Tibati,Tibati Ville,Administratif
